,artiss,juduls,chords
66,D'Ubud Band,D'Ubud Band I Love You,"[INTRO]
  G Em G Em (2x)

G                                     Em
Diapin beli jelek bocok iluh sing peduli
G                                    Em
Diapin beli tiwas lacur iluh nu ngerti
Am                           Bm
Ento ngaenang beli buduh pedidi
Am                                          D
Iluh tetep sayang, iluh tetep tresna ken beli

G                                     Em 
Pidan beli taen ngaenang iluh sakit hati
G                                 Em
Pidan beli taen naduin tresna sujati
Am                                         Bm
Iluh tetep sayang, iluh tetep tresna ken beli
Am                            D
Ento ngaenang beli buduh pedidi

[REFF]

G            Em             C
Luh, i love you luh (i love you luh)
    D
Wo wo wo wo
G           Em               C
Luh, i miss you luh (i miss you luh)
   D
Wo wo wo wo

G            Em              C
Luh, believe me luh (believe me luh)
   D
Wo wo wo wo
G                Em                  C
Luh, don’t leave me luh (don't leave me luh)
   D
Wo wo wo wo

[MELODI]
  C D C D
  Em G Em G
  Em G Am
  Em G Em G
  Em G Am D

[REFF]

G            Em             C
Luh, i love you luh (i love you luh)
    D
Wo wo wo wo
G           Em               C
Luh, i miss you luh (i miss you luh)
   D
Wo wo wo wo

G            Em              C
Luh, believe me luh (believe me luh)
   D
Wo wo wo wo
G                Em                  C
Luh, don’t leave me luh (don't leave me luh)
   D
Wo wo wo wo

G            Em
Luh, i love you luh
        C  
i miss you luh
    D
i love you Wo wo wo wo

G            Em
Luh, i love you luh
        C  
i miss you luh
    D
i love you

[REFF]

G            Em             C
Luh, i love you luh (i love you luh)
    D
Wo wo wo wo
G           Em               C
Luh, i miss you luh (i miss you luh)
   D
Wo wo wo wo

G            Em              C
Luh, believe me luh (believe me luh)
   D
Wo wo wo wo
G                Em                  C
Luh, don’t leave me luh (don't leave me luh)
   D
Wo wo wo wo


G            Em
Luh, i love you luh
        C  
i miss you luh
    D
i love you Wo wo wo wo

G            Em
Luh, i love you luh
        C  
i miss you luh
    D
i love you Wo wo wo wo

G            Em
Luh, i love you luh
        C  
i miss you luh
    D
i love you Wo wo wo wo

G            Em
Luh, i love you luh
        C  
i miss you luh
    D
i love you Wo wo wo wo"
88,4WD,4WD Asik-Asik Dogen,"[INTRO]
  G Em C D
  G Em C D

G                Em
Di sisin pasihe iraga medemenan
C                  D
Ngaduang tresnane jek pokokne asik
G                   Em
Bulan bintang mekebiar nyunarin jagat
C                 D
Ombak saling pesautan ngiringin tresnane

G  Em    C    D
Yeihe.. Yeihe..

G              Em
Bon miik adine ngae beli sing tahan
C                     D
Dag dig dug tangkah beline sing karuan
G                  Em
Ada nak mancing nyaruang padahal ye ngintip
c               D
Nanging iraga tetep asik-asik dogen

[REFF]

G        Em 
Ow liange atin beline 
 C                D
rikala beli ngecup manis bibih adine
G        Em 
Ow liange keneh beline 
  C                   D
rikala raga glalang gliling di bias pasihe

[MELODI]
  G Em C D 
  G Em C D

G                   Em
Bulan bintang mekebiar nyunarin jagat
C                 D
Ombak saling pesautan ngiringin tresnane
G                  Em
Ada nak mancing nyaruang padahal ye ngintip
c               D
Nanging iraga tetep asik-asik dogen

G        Em 
Ow liange atin beline 
 C                D
rikala beli ngecup manis bibih adine
G        Em 
Ow liange keneh beline 
  C                   D
rikala raga glalang gliling di bias pasihe

G   Em   C
Ye hehe ye hehe 
  D
Tetep Asik Asik Dogen
G   Em   C
Ye hehe ye hehe 
  D
Tetep Asik Asik Dogen

[OUTRO]
  G Em C D 
  G Em C D 
  G"
24,Nirwana Band,Nirwana Band Tresna Sayang Rindu,"[INTRO]
  G Em C D (2x)

     G              Em
Sekadi widyadari nyekala
                     C
Adi setate dadi hayalan
                            D
Nanging adi be ngelah tunangan
    G
Sugih...

[INTERLUDE]
   G Em C D

G                 Em
Beli mekite nyumunin
                     C
Tresna ane pegat ipidan
                             D
Nanging tresnan adi be anyudan
         G
Arta brana

[REFF 2x]

G                           Em
Tresna..Tresnan beline memesik
                            C
Sayang, Ne sanget sayangan beli
                        D
Rindu, Rindu ngantos matii..

          G
Kapining adi

[INTERLUDE]
   G Em C D (2x)

G                 Em
Beli mekite nyumunin
                     C
Tresna ane pegat ipidan
                             D
Nanging tresnan adi be anyudan
         G
Arta brana

[REFF 2x]

G                           Em
Tresna..Tresnan beline memesik
                            C
Sayang, Ne sanget sayangan beli
                        D
Rindu, Rindu ngantos matii..

[INTERLUDE]
  G Em C D (2x)

[REFF 2x]

G                           Em
Tresna..Tresnan beline memesik
                            C
Sayang, Ne sanget sayangan beli
                        D
Rindu, Rindu ngantos matii..

          G
Kapining adi

[OUTRO]
  G Em C D (2x) G"
45,Aditya Kameshwara,Aditya Kameshwara Dingehang,"[INTRO]
  G Em Am D (2x)

G
Sesek tangkah beli ne
  Em
Rikale beli
Am
Inget teken kenangan pidan

G
Kisah manis irage
  Em
Jani lakar pegatang
Am                 D          G
Sing ngidang buin beli nyalanang

Am               Em
Ampurayang adi beli sing ngidang
Am           D
Lakar nyalanin janjin tresnane

G
Tuah ragan adi
         Em
Ne state nimpalin
   Am        D             G
Oh adi sayang dingehang beli

C        D          G       Em
Diastun irage tusing je mejodoh
C          D            G
Depang sube de pakdeyang adi

C        D        G       Em
Wantah asiki ane acepang beli
C
Adi hidup bagia
D                           G
Diastun tusing ajak ragan beli

[INTERLUDE]
  G Em Am D (2x)

G
Kisah manis irage
  Em
Jani lakar pegatang
Am                 D          G
Sing ngidang buin beli nyalanang

Am               Em
Ampurayang adi beli sing ngidang
Am           D
Lakar nyalanin janjin tresnane

G
Tuah ragan adi
         Em
Ne state nimpalin
   Am        D             G
Oh adi sayang dingehang beli

C        D          G       Em
Diastun irage tusing je mejodoh
C          D            G
Depang sube de pakdeyang adi

C        D        G       Em
Wantah asiki ane acepang beli
C
Adi hidup bagia
D                           G
Diastun tusing ajak ragan beli

[INTERLUDE]

G
Tuah ragan adi
         Em
Ne state nimpalin
   Am        D             G
Oh adi sayang dingehang beli

C        D          G       Em
Diastun irage tusing je mejodoh
C          D            G
Depang sube de pakdeyang adi

C        D        G       Em
Wantah asiki ane acepang beli
C
Adi hidup bagia
D                           G
Diastun tusing ajak ragan beli

G Em
..........
           Am D
Ajak ragan beli

[INTERLUDE]
   G Em Am D

C               D          G
Diastun tusing ajak ragan beli"
23,Nol Dp,Nol Dp Kutang Tunangan Adi,"[INTRO]
  G Em Am D (2x)

G                      Em
Dadikeh beli mencintai adi
                         Am
Dadikeh beli menyayangin adi
                               D
Yadiastun adi sube ade ngelahang

G                            Em
Sube terlanjur beli tresnain adi
                          Am
Kanti jani beli merase pedidi
                            D
Ulian adi ngajak tunangan adi

                        G
Kutang kutang tunangan adi
                     Em
Putusin je tunangan adi
                Am
Beli yakin adi bagia yen ngajak beli
                         D
Pang sing adi salah memilih

                         G
Kutang kutang tunangan adi
                    Em
Belajar mencintai beli
                Am
Beli yakin adi bagia yen ngajak beli
                         D
Pang sing adi salah memilih

G                            Em
Sube terlanjur beli tresnain adi
                          Am
Kanti jani beli merase pedidi
                            D
Ulian adi ngajak tunangan adi

[MELODI]
   G Em Am D (3x)

                        G
Kutang kutang tunangan adi
                     Em
Putusin je tunangan adi
                Am
Beli yakin adi bagia yen ngajak beli
                         D
Pang sing adi salah memilih

                         G
Kutang kutang tunangan adi
                    Em
Belajar mencintai beli
                Am
Beli yakin adi bagia yen ngajak beli
                         D
Pang sing adi salah memilih

                        G
Kutang kutang tunangan adi
                    Em
Belajar mencintai beli
                Am                     D
Beli yakin adi bagia yen mencintai beli

G
Kutang kutang tunangan adi"
81,Aksis Ipang,Aksis Ipang Calon Kurenan,"[INTRO]
  G D Em Bm C Cm

G              D         Em  Bm
Luh yen iluh sube bise nyakan
      C          D               G   D
Mai mulih beli ajake langsung nganten
G             D                    Em  Bm
Luh yen iluh sube bise metanding canang
         C         D           G D
Lan dadi PKK ngantinin memen beli

          C            D        G
Lan uling jani iluh melajah ke paon
         C               D            G
Apang tusing iluh setate mepayas ke salon
         C    D             G
Dumogi iluh seleg ngoyong jumah
           C                D         G   D
Apang sing care cewek jani mecabe – Cabean

[REFF]

G          D          Em Bm
Beli ngalih calon kurenan
         C              
Ne cager megarapan 
            D            G   D
Tusing je tuah cager ningkang
 G          D        Em  Bm
Beli ngalih calon kurenan
       C           D           G   D
Ne sube sadia ngayahan nasin banjar

[MELODI]
  C D G
  C D G-G/F# Em
  C D G D

G              D                     Em Bm
Luh de je iluh nyesel mare beli lacur
         C 
Lan mai jak Dua 
         D                 G  D
Bareng bareng ngalih kesugihan

          C             D        G
Lan uling jani iluh melajah ke paon
        C                 D          G
Apang tusing iluh setate mepayas ke salon
        C     D            G
Dumogi iluh seleg ngoyong jumah
           C                 D        G   D
Apang sing care cewek jani mecabe – Cabean


[REFF 2x]

G          D          Em Bm
Beli ngalih calon kurenan
         C              
Ne cager megarapan 
            D            G   D
Tusing je tuah cager ningkang
 G          D        Em  Bm
Beli ngalih calon kurenan
       C           D           G   D
Ne sube sadia ngayahan nasin banjar"
87,Yoganata,Yoganata Suud Ngeroko,"[INTRO]
  G D C D
  G D C D

G              D
Iluh da iluh ngeling
         C                  G
Lan bin mani ajake mebalih gong
                 D
Iluh da iluh ngambul
         C                     G
Lan bin mani ajake shoping di mall

 G            D
Sabar- sabar iluh
       C                  G
Beli pasti lakar suud ngeroko
                       D
Bin besik beli demen ngelau
         C                   G
Nanging beli tusing demen ngelua

    Am             D
Perubahan butuh proses
          Bm            Em
Tusing cara tabia lalah prejani
  C              D           G      
Sabar iluh beli pasti kal berubah

[REFF]

C   D        Bm     Em
Terima beli apa adane
  C           D    G
Tusing ulian ada apane
C  D            Bm     Em
Terima kuang lebih beline
   C                   D
Tresna tusing iya ngitungang
            G
Bangken dongkang

[INTERLUDE 4x]
  G D C D

    Am            D
Perubahan butuh proses
          Bm             Em
Tusing cara tabia lalah prejani
  C               D          G
Sabar iluh beli pasti kal berubah

[REFF 2x]

C   D       Bm     Em
Terima beli apa adane
   C          D     G
Tusing ulian ada apane
C   D          Bm     Em
Terima kuang lebih beline
  C                   D
Tresna tusing iya ngitungang
           G
Bangken dongkang

Oo oo
Tusing iya ngitungang
Bangken dongkang

G   D  C
Oo oo ooo...
               D
Tusing iya ngitungang
            G
Bangken dongkang

G   D  C
Oo oo ooo...
               D
Tusing iya ngitungang
            G
Bangken dongkang

G   D  C
Oo oo ooo...
               D
Tusing iya ngitungang
            G
Bangken dongkang"
80,Taji Band,Taji Band Silih Pok Neh,"[INTRO]
  G D C D (2x)

G
Made...
D
Mule saje made
C                D
Ngelah tunangan muane jegeg

G
Made...
D
Mule saje made
C                D
Ngelah tunangan Kulitne putih

G
Made...
D
Mule saje made
C                D
Ngelah tunangan Bodyne seksi

G
Yen sing tolih
D
jelek rasane
C               D
Yen tolih ngae otak konslet

G
Ape buin...
D
nu ABG..ee...
C                D
Atas bawah gede....eee...

[REFF 3x]
G
Silih pok neh...
D
Baang pok neh
C              D
Apang tawang je kengken rasane

[MELODI]
  G D C D (2x)

G
Made...
D
Mule saje made
C                D
Ngelah tunangan muane jegeg

G
Made...
D
Mule saje made
C                D
Ngelah tunangan Kulitne putih

G
Made...
D
Mule saje made
C                D
Ngelah tunangan body ne seksi

G
Yen sing tolih
D
jelek rasane
C               D
Yen tolih ngae otak konslet

G
Ape buin...
D
nu ABG..ee...
C                D
Atas bawah gede....eee...

[REFF 5x]
G
Silih pok neh...
D
Baang pok neh
C              D
Apang tawang je kengken rasane

[MELODI]
  G D C D

[REFF 5x]
G
Silih pok neh...
D
Baang pok neh
C              D
Apang tawang je kengken rasane

[MELODI]
  G D C D (2x) G"
69,Leeyonk Sinatra,Leeyonk Sinatra Hilang,"[INTRO]
  G C Em C (2x)
  G  
                            C
Simalu Kamu Bise Ngaenang Aku Bahagia
                          Em 
Kamu Bise Ngaenang Aku Merase
      D                  C 
Nak Muani Ne Paling Aget Di Digumi

  G                               C
Selalu Kamu Bise Ceriakan Hari Hariku
                                     Em 
Selalu Bise Cerahkan Suasana Hatiku
       D            C 
Seakan Bermakna Dan Penuh Warna

[Interlude]
   Em D C (2x)

  G                                 C
Biasane Kemu Mai Kamu Selalu Nimpalin Aku
                                Em
Lemah-Peteng Panes-Hujan Nimpalin Aku
       D               C
Slalu Jak Dadua Tetep Jak Dadua

  G
Ne Jani Kamu Menghilang 
               C
Sing Taen Ade Mekabar 
                              Em
Nengaenang Semangat Hidup Aku Berkurang 
       D                  C
Selalu Berkurang Sing Ade Gairah

  Em               D               C
Seiring Waktu Ne Kejalin Terus Berlalu
   Em            D            C 
Aku Sanget Sumpah Sanget Merindukanmu

[Reff 2x]

          G
Sing Ade Ne Bise,Sing Ade Ne Pantes,
         C
Sing Ade Ne Sanggup
         Em        D          C
Sing Ade Ne Mampu Bise Menggantikanmu

[Interlude]
  Em D C (2x)

          G
Sing Ade Ne Bise,Sing Ade Ne Pantes,
         C
Sing Ade Ne Sanggup
          G
Sing Ade Ne Bise,Sing Ade Ne Pantes,
         C
Sing Ade Ne Sanggup

[Reff 3x]

          G
Sing Ade Ne Bise, Sing Ade Ne Pantes,
         C
Sing Ade Ne Sanggup
         Em        D          C
Sing Ade Ne Mampu Bise Menggantikanmu

[Outro]
   Em D C (2x)
   G"
39,Widi Widiana,Widi Widiana Dui Di Hati,"[INTRO]
  G Bm Em D
  C D G D

    G               Am
Mule panumayane irage mepalasan
   C            D    G
De bes sanget sebetange
 Bm                   Em    D
Mirib beli lekad sing buat adi
Am         F       D 
Ne taen kembang di hati beline

      G                  Am
Manis tresnan iraga ane bakat rasayang
   C            D     G
Engkebang je melah – melah
 Bm                Em      D
Apang tusing dadi dui di hati
Am       F      D
Setata nusuk nyakitin kenehe

     G               Bm
Yen sube tusing jatu karmane
       Am           D
Yadiastun rage be pada tresna
      C               G
Sinah sing bakat sida atep
      C            G
Hidup bareng jak dadua

  Am                     D
Jumunin je pada ngalih timpal
                G
Wooohooo….pedidian

[MELODI]
  G C G C
  G Am C D G
  Bm Em D Am F D

     G                  Am
Manis tresnan iraga ane bakat rasayang
   C            D     G
Engkebang je melah – melah
 Bm                Em      D
Apang tusing dadi dui di hati
Am       F      D
Setata nusuk nyakitin kenehe

     G               Bm
Yen sube tusing jatu karmane
       Am           D
Yadiastun rage be pada tresna
      C               G
Sinah sing bakat sida atep
      C            G
Hidup bareng jak dadua

  Am                     D
Jumunin je pada ngalih timpal
                G
Wooohooo….pedidian

     G               Bm
Yen sube tusing jatu karmane
       Am           D
Yadiastun rage be pada tresna
      C               G
Sinah sing bakat sida atep
      C            G
Hidup bareng jak dadua

  Am                     D
Jumunin je pada ngalih timpal
                G
Wooohooo….pedidian

[OUTRO]
   G Bm Em D C
   D G"
22,4WD,4WD Jangan Lupakan Aku,"[INTRO]
  G  C  G  C (2x)

G             Em              C  G-D
Semakin dekat kau meninggalkanku
G             Em            C  D 
Semakin takut ku kehilanganmu
G             Em            C G-D 
Semakin jauh kau pergi dariku
G                Em            C   D 
S'makin gelisah tak ingin berpisah


[REFF]
       C           G
Tanpa gemerlap bintang
            Em        D 
Yang s'lalu terangi malam
          C         G         D 
Bulan pun hanya bungkam, terdiam

         C 
Rasa rindu di hati
           D 
Sayang dan cinta ini
          E                       D 
Takkan terhapus waktu, hanya untukmu

         C 
Jangan lupakan aku
          D 
Kenanglah cinta ini
       E                   D 
Saat indah bersama, tuk selamanya

[INTRO]
   G  C  Em  D  (2x)
   C  D  C  D


G             Em           C  G-D
Terasa hampa sepi ku sendiri
G             Em            C  D 
Tak ada canda dan tawamu lagi
G             Em           C  G-D
Semakin jauh kau pergi dariku
G               Em              C  D 
S'makin gelisah tak ingin berpisah

[REFF]
       C           G
Tanpa gemerlap bintang
            Em        D 
Yang s'lalu terangi malam
          C         G         D 
Bulan pun hanya bungkam, terdiam

        C 
Rasa rindu di hati
           D 
Sayang dan cinta ini
          E                       D 
Takkan terhapus waktu, hanya untukmu

         C 
Jangan lupakan aku
          D 
Kenanglah cinta ini
       E                   D 
Saat indah bersama, tuk selamanya"
93,MyFriends Band,MyFriends Band Rare Lare,"[INTRO]
  Em
  Em G D Em
  Em G D Em

Em        Bm     C             G
Panes lan ujan tusing ye perduli
Em        Bm     C             G
Kebus dinginan tuara ye mekelid
C       G    D       G
Rare-rare di lampu merah
C          G      D        G
Nyambung hidup medagang koran

Em      Bm    C         G
Lara kerasa kala suba peteng
Em            Bm     C           G
Paling ye ngalihin tongos kal mesare
       C    G     D          G
Di emperan toko di samping warung
C               G       D        G
Sing nganggo saput tuah mealed koran

[REFF]

G      D      Em
Rare - rare lara
  C       G        D          G D
Tetep mekenyem diastun sengsara
G         D          Em
Tusing ye nawang tresna
    C        G      D          G
Len sayang uling rerama lan nyama 

Em         Bm   C        G
Sebet nyalanin idup di jalan
Em       Bm     C         G
Kenyel nuutin kerasne rintangan
      C       G       D          G
Sing ngelah harapan anggon masa depan
  C           G            D           G
Pasrah ye nyalanang depang Widhi ne ngatur

[REFF]

G      D      Em
Rare - rare lara
  C       G        D          G D
Tetep mekenyem diastun sengsara
G         D          Em
Tusing ye nawang tresna
    C        G      D          G
Len sayang uling rerama lan nyama 

[MELODI]
  G D Em C
  G D G
  G D Em C
  G D G

Em     Bm        C             G
Peluh licitan naanang basang seduk
Em         Bm        C       G
Kapah ya ngasanang dedaaran jaan
C          G    D        G
Dot ngerasayang bangku sekolah
   C           G         D        G
Nanging nto mekejang tuah dadi ipian

[REFF 3x]

G      D      Em
Rare - rare lara
  C       G        D          G D
Tetep mekenyem diastun sengsara
G         D          Em
Tusing ye nawang tresna
    C        G      D          G
Len sayang uling rerama lan nyama"
14,Wayan Cs Band,Wayan Cs Band Gumi Bali,"[INTRO]
  Em G D Em G D

Em          G
Rasa mekeplug
Em        G
Otak tiange
Em              G
Panes gumi baline
Em             G
Sing care ipidan

       Am         Em       
Pasihe benyah ulian laser
        Am             D
Carike telah ulian buldoser

[INTRO]
  Em G D Em G D

Em         G  Em        G
Ngude kekene nasib baline
Em       G    Em          G       
Adat budayene bengancan punah

   Am                 Em
Solah investor ulurin indria
         Am                  D
Nyatuang keduegang menyahan bali

[REFF]

G         D      Em
Dije gumi baline pidan 
      C       D         G
Sane terkenal budayane asri
G         D      Em
Dije gumi baline pidan 
     C       D         G
Sane lestari tanpa polusi

[MELODI]
  G D Em D C D G

Em         G  Em        G
Ngude kekene nasib baline
Em       G    Em          G       
Adat budayene bengancan punah

  Am                 Em
Solah investor ulurin indria
         Am                  D
Nyatuang keduegang menyahan bali

[REFF 2x]

G         D      Em
Dije gumi baline pidan 
      C       D         G
Sane terkenal budayane asri
G         D      Em
Dije gumi baline pidan 
     C       D         G
Sane lestari tanpa polusi"
41,4WD,4WD Satya Matilar II,"[INTRO]
  Em Em D D (2x)
  Em

Em
Da buin nyaru ngeling
Em
Disubane nyakitin
D
Hatin beline dini
C
Magedi Luh magedi

Em
Sing ngidang buin beli
Em
Nrima I Luh mawali
D
Engsapang ja beli luh
C
Engsapang ja makejang

[REFF]

Em          G
Satya matilar
         D
Tusing ngidang
           Em
Beli ngampurang

Em        G
Olasin beli
            D
Da buin I Luh
         Em
Teka nyambat tresna


[INTERLUDE]
   Em Em D C  (2x)
   Em Em D D

[MELODI]
   Em D C Em  (2 X)


Em
Sakit rasa di hati
Em
Kadi tebek melati
D
I Luh nebekin duri
C
Magedi luh magedi

Em
Sing ngidang buin beli
Em
Nrima I Luh mawali
D
Engsapang ja beli luh
C
Engsapang ja makejang

[REFF 2x]

Em          G
Satya matilar
         D
Tusing ngidang
           Em
Beli ngampurang

Em        G
Olasin beli
            D
Da buin I Luh
         Em
Teka nyambat tresna

[OUTRO]
  Em Em D D 
  Em"
73,Masekepung,Masekepung Mai Ngibur,"[INTRO]
  Em D Em (2x)
  Am D Em (2x)

            Em
Terora...rora...rora...rora...rora...rora
         D                        Em
Tari...raro...rorore...rare...rora...
            Em
Terora...rora...rora...rora...rora...rora
         D                        Em
Tari...raro...rorore...rare...rora...

      Am           D                Em     
Torero...to...torero...rare..tero..ra..
      Am           D                Em     
Torero...to...torero...rare..tero..ra..

      Em
Ngudiang wayan ditu bengong pedidian
          D                    Em
Mecik peleng care liu ke-kenehang
      Em
Mai dini ngibur bareng ngajak timpal-timpal
         D                      Em
Megitaran, megending lan metuakan

    Am
Diastun....
         D               Em
Gendingane ngangin ngauhang
         Am
Ne penting...
     D            Em
Sebeti dadi liang...

           Em
Terora...rora...rora...rora...rora...rora
         D                        Em
Tari...raro...rorore...rare...rora...
           Em
Terora...rora...rora...rora...rora...rora
         D                        Em
Tari...raro...rorore...rare...rora...

      Am           D                Em     
Torero...to...torero...rare..tero..ra..
      Am           D                Em     
Torero...to...torero...rare..tero..ra..
      Am           D                Em     
Torero...to...torero...rare..tero..ra..
      Am           D                Em     
Torero...to...torero...rare..tero..ra..

     Em
Ngudiang wayan ditu bengong pedidian
          D                    Em
Mecik peleng care liu ke-kenehang
      Em
Mai dini ngibur bareng ngajak timpal-timpal
         D                      Em
Megitaran, megending lan metuakan

    Am
Diastun....
         D               Em
Gendingane ngangin ngauhang
         Am
Ne penting...
     D            Em
Sebeti dadi liang...

    Am
Diastun....
         D          Em
Gendingane ade kuangan
         Am
Ne penting...
     D            Em
Terhibur ajak mekejang

[OUTRO]
  Em D Em (2x)
  Am D Em (2x)"
21,4WD,4WD Bbm,"[INTRO]
  Em C G D 2X

Em       C        G
Bek anak ngorahang iluh
D                             Em  
Mejalan ngajak nak muani elenan
         C        G
Bek anak nepukin iluh
D                         Em       
Megelut cara nak matunangan
 
C G    D  
Ouooho…

Em       C    G  
Nyesel di hati beli
D                      Em B
uin nerima tresnan iluh
       C     G  
Subane pidan iluh
D                     Em  
Suba taen nyakitin beli
      C  G          D  
Memitra… ooo… memitra…  

[REFF]
  
Em              C
Belog beli mula belog
            G               D           Em   
To ngudiang beli buin percaya teken iluh
                C  
Belog beli mula belog
            G             D              Em  
To ngudiang beli buin nerima tresnan iluh

 C  G   D  
Ouooho…

[INTERLUDE]
   Em C G D 

Em      C     G  
Mejanji satya iluh
D                      Em  
Manis munyi tuah rayuan
           C      G  
Beli sing medaya iluh
D                     Em  
Jani buin nyakitin beli
C         G    C  
Memitra… ooo… memitra…  

[REFF]
  
Em              C
Belog beli mula belog
            G               D           Em   
To ngudiang beli buin percaya teken iluh
                C  
Belog beli mula belog
            G             D              Em  
To ngudiang beli buin nerima tresnan iluh

[MELODI]
   Em C G D

[REFF]
  
Em              C
Belog beli mula belog
            G               D           Em   
To ngudiang beli buin percaya teken iluh
                C  
Belog beli mula belog
            G             D              Em  
To ngudiang beli buin nerima tresnan iluh

Em    C         G     D
Belog beli belog beloge megandong
Em    C         G     D
Belog beli belog beloge megandong
Em    C         G     D
Belog beli belog beloge megandong
Em     C            G        D
Belog beli belog beloge megandong"
77,Oney Band,Oney Band Barang Bangke,"[INTRO]
  Em C G D (4x)

Em          C                 G
Mule-mule saja beli ngajak iluh
       D                Em
Suba pidan suud matunangan
       C                G
To ngudiang buin iluh teka
        D                Em
Mulih beli jeg ngabe belingan

Em     C                      G
Terus terang beli sing nyak nampi
        D                  Em
Ulian beli sing merase ngelahang
        C            G
Nanging to bapan beline
     D              Em
Pang harus nyuang iluh

[INTERLUDE]
  Em C G D (2x)

Em   C              G
Yen alih sejarah beline
       D                 Em
Pidan beli nak truna playboy
         C              G
Tunangan beline jegeg-jegeg
             D              Em
Perawan ting-ting buin orisinil

Em         C         G
Pongah juari iluh teka
       D               Em
Sube benyah ngakuin beli
  C        G
Elek beli elek
          D                    Em
Nak nyambatang iluh barang bangke

[REFF]

   C    G       D                   Em
Beli nista maan kurenan barang bangke
   C                 G
Beli, beli sanget nista
     D                  Em
Maan kurenan barang bangke
   C   G        D                  Em
Beli nista maan kurenan barang bangke

[INTERLUDE]
  Em C G D (2x)

Em   C              G
Yen alih sejarah beline
       D                 Em
Pidan beli nak truna playboy
         C              G
Tunangan beline jegeg-jegeg
             D              Em
Perawan ting-ting buin orisinil

Em         C         G
Pongah juari iluh teka
       D               Em
Sube benyah ngakuin beli
  C        G
Elek beli elek
          D                    Em
Nak nyambatang iluh barang bangke

[REFF 3x]

   C    G       D                   Em
Beli nista maan kurenan barang bangke
   C                 G
Beli, beli sanget nista
     D                  Em
Maan kurenan barang bangke
   C   G        D                  Em
Beli nista maan kurenan barang bangke

[OUTRO]
  Em C G D (2x)
  Em"
62,Lolot,Lolot Lolot Galungan Lan Kuningan,"[INTRO]
  Em C G D (2x)
  Em C Em C D

      Em            C
Rahajeng Galungan Kuningan
      G                   D
Majeng ring semeton sami sane wangiang titiang
      Em               C
Ngaturang suksma ring manah 
      G                          D 
Majeng ring Sang Hyang Widhi Wasa sane sampun 
           Em               C
Ngicenin galah sane pinih becik 

     G               D
Antuk iraga sami tetep ngrastiti bakti
Em        C          G
Nunas pemargi selantang tuuh iraga 
       D                  Em
Ne ngurip tuah nyalanin dharma

[INTRO]
  Em C G D (2x)

       Em                C
Ampurayang antuk iwang titiang
     G                      D
Baos pikeneh lan laksanan titiange
         Em              C
sane nenten manut ring manah
    G                     D
Akeh galah antuk dewek titiang pacang melajah
Em       C       G             D
Nunas pemargi kadasarin sastra agamane suci

Em             C         G             D
Ngamelaning dharma mangda stata prasida iraga
             Em 
Malajahang dewek

[INTRO]
  Em C Em C

[REFF 2x]

Em        C                 G
Kawisesan iraga nyalanang dharma
              D            Em
Nenten pacang ical antuk adharma
Em         C               G
Kawisesan iraga nambakin indria
             D                    Em
Nika dados anggen tamian ten nemu sengkala

[MELODI]
   Em C G D (2x)
   Em C (4x)

[REFF 2x]

Em        C                 G
Kawisesan iraga nyalanang dharma
              D            Em
Nenten pacang ical antuk adharma
Em         C               G
Kawisesan iraga nambakin indria
             D                    Em
Nika dados anggen tamian ten nemu sengkala

             C               G
Rahajeng Galungan rahajeng Kuningan
       D             Em
Semeton tiangene makasami
             C               G
Rahajeng Galungan rahajeng Kuningan
       D                 Em
Tetepang iragane ngrastiti bhakti

Em              C
Mangda landuh jagat sami
          G              D
Ngarestiti bhakti nemu rahayu Iragane makasami
Em                C
Mangda landuh jagat sami
            G
Mangda stata santi
          D                Em
Selantang tuuh iragane ngurip

[OUTRO]
   Em C G D (2x)
   Em"
